Module	Entry Function	Relevant Properties
drivers-md-md-mod-ko_main0.c	main	5
drivers-md-multipath-ko_main0.c	main	2
drivers-md-persistent-data-dm-persistent-data-ko_main0.c	main	0
drivers-md-raid0-ko_main0.c	main	0
drivers-md-raid1-ko_main0.c	main	2
drivers-md-raid456-ko_main0.c	main	3
drivers-media-common-b2c2-b2c2-flexcop-ko_main0.c	main	0
drivers-media-common-cx2341x-ko_main0.c	main	0
drivers-media-common-saa7146-saa7146-ko_main0.c	main	2
drivers-media-common-saa7146-saa7146_vv-ko_main0.c	main	3
drivers-media-common-siano-smsdvb-ko_main0.c	main	1
drivers-media-common-siano-smsmdtv-ko_main0.c	main	1
drivers-media-dvb-core-dvb-core-ko_main0.c	main	5
drivers-media-dvb-frontends-af9013-ko_main0.c	main	0
drivers-media-dvb-frontends-af9033-ko_main0.c	main	0
drivers-media-dvb-frontends-as102_fe-ko_main0.c	main	0
drivers-media-dvb-frontends-atbm8830-ko_main0.c	main	0
drivers-media-dvb-frontends-au8522_common-ko_main0.c	main	0
drivers-media-dvb-frontends-au8522_decoder-ko_main0.c	main	0
drivers-media-dvb-frontends-au8522_dig-ko_main0.c	main	0
drivers-media-dvb-frontends-bcm3510-ko_main0.c	main	1
drivers-media-dvb-frontends-cx22700-ko_main0.c	main	0
drivers-media-dvb-frontends-cx22702-ko_main0.c	main	0
drivers-media-dvb-frontends-cx24110-ko_main0.c	main	0
drivers-media-dvb-frontends-cx24113-ko_main0.c	main	0
drivers-media-dvb-frontends-cx24116-ko_main0.c	main	0
drivers-media-dvb-frontends-cx24117-ko_main0.c	main	1
drivers-media-dvb-frontends-cx24123-ko_main0.c	main	0
drivers-media-dvb-frontends-cxd2820r-ko_main0.c	main	0
drivers-media-dvb-frontends-dib0070-ko_main0.c	main	1
drivers-media-dvb-frontends-dib0090-ko_main0.c	main	1
drivers-media-dvb-frontends-dib3000mb-ko_main0.c	main	0
drivers-media-dvb-frontends-dib3000mc-ko_main0.c	main	0
drivers-media-dvb-frontends-dib7000m-ko_main0.c	main	1
drivers-media-dvb-frontends-dib7000p-ko_main0.c	main	1
drivers-media-dvb-frontends-dib8000-ko_main0.c	main	1
drivers-media-dvb-frontends-dibx000_common-ko_main0.c	main	0
drivers-media-dvb-frontends-drx39xyj-drx39xyj-ko_main0.c	main	0
drivers-media-dvb-frontends-drxk-ko_main0.c	main	1
drivers-media-dvb-frontends-ds3000-ko_main0.c	main	0
drivers-media-dvb-frontends-ec100-ko_main0.c	main	0
drivers-media-dvb-frontends-isl6405-ko_main0.c	main	0
drivers-media-dvb-frontends-isl6421-ko_main0.c	main	0
drivers-media-dvb-frontends-isl6423-ko_main0.c	main	0
drivers-media-dvb-frontends-itd1000-ko_main0.c	main	0
drivers-media-dvb-frontends-ix2505v-ko_main0.c	main	0
drivers-media-dvb-frontends-l64781-ko_main0.c	main	0
drivers-media-dvb-frontends-lg2160-ko_main0.c	main	0
drivers-media-dvb-frontends-lgdt3305-ko_main0.c	main	0
drivers-media-dvb-frontends-lgdt330x-ko_main0.c	main	0
drivers-media-dvb-frontends-lgs8gxx-ko_main0.c	main	0
drivers-media-dvb-frontends-lnbp21-ko_main0.c	main	0
drivers-media-dvb-frontends-lnbp22-ko_main0.c	main	0
drivers-media-dvb-frontends-m88ds3103-ko_main0.c	main	1
drivers-media-dvb-frontends-m88rs2000-ko_main0.c	main	0
drivers-media-dvb-frontends-mb86a16-ko_main0.c	main	0
drivers-media-dvb-frontends-mb86a20s-ko_main0.c	main	0
drivers-media-dvb-frontends-mt312-ko_main0.c	main	0
drivers-media-dvb-frontends-mt352-ko_main0.c	main	0
drivers-media-dvb-frontends-nxt200x-ko_main0.c	main	0
drivers-media-dvb-frontends-nxt6000-ko_main0.c	main	0
drivers-media-dvb-frontends-or51132-ko_main0.c	main	0
drivers-media-dvb-frontends-or51211-ko_main0.c	main	0
drivers-media-dvb-frontends-rtl2830-ko_main0.c	main	0
drivers-media-dvb-frontends-rtl2832-ko_main0.c	main	0
drivers-media-dvb-frontends-rtl2832_sdr-ko_main0.c	main	5
drivers-media-dvb-frontends-s5h1409-ko_main0.c	main	0
drivers-media-dvb-frontends-s5h1411-ko_main0.c	main	0
drivers-media-dvb-frontends-s5h1420-ko_main0.c	main	0
drivers-media-dvb-frontends-s921-ko_main0.c	main	0
drivers-media-dvb-frontends-si2165-ko_main0.c	main	0
drivers-media-dvb-frontends-si2168-ko_main0.c	main	1
drivers-media-dvb-frontends-si21xx-ko_main0.c	main	0
drivers-media-dvb-frontends-sp2-ko_main0.c	main	0
drivers-media-dvb-frontends-sp8870-ko_main0.c	main	0
drivers-media-dvb-frontends-sp887x-ko_main0.c	main	0
drivers-media-dvb-frontends-stb0899-ko_main0.c	main	0
drivers-media-dvb-frontends-stb6000-ko_main0.c	main	0
drivers-media-dvb-frontends-stb6100-ko_main0.c	main	0
drivers-media-dvb-frontends-stv0288-ko_main0.c	main	0
drivers-media-dvb-frontends-stv0297-ko_main0.c	main	0
drivers-media-dvb-frontends-stv0299-ko_main0.c	main	0
drivers-media-dvb-frontends-stv0367-ko_main0.c	main	0
drivers-media-dvb-frontends-stv0900-ko_main0.c	main	0
drivers-media-dvb-frontends-stv090x-ko_main0.c	main	1
drivers-media-dvb-frontends-stv6110-ko_main0.c	main	0
drivers-media-dvb-frontends-stv6110x-ko_main0.c	main	0
drivers-media-dvb-frontends-tc90522-ko_main0.c	main	0
drivers-media-dvb-frontends-tda10021-ko_main0.c	main	0
drivers-media-dvb-frontends-tda10023-ko_main0.c	main	0
drivers-media-dvb-frontends-tda10048-ko_main0.c	main	0
drivers-media-dvb-frontends-tda1004x-ko_main0.c	main	0
drivers-media-dvb-frontends-tda10071-ko_main0.c	main	0
drivers-media-dvb-frontends-tda10086-ko_main0.c	main	0
drivers-media-dvb-frontends-tda18271c2dd-ko_main0.c	main	0
drivers-media-dvb-frontends-tda665x-ko_main0.c	main	0
drivers-media-dvb-frontends-tda8083-ko_main0.c	main	0
drivers-media-dvb-frontends-tda8261-ko_main0.c	main	0
drivers-media-dvb-frontends-tda826x-ko_main0.c	main	0
drivers-media-dvb-frontends-ts2020-ko_main0.c	main	0
drivers-media-dvb-frontends-tua6100-ko_main0.c	main	0
drivers-media-dvb-frontends-ves1820-ko_main0.c	main	0
drivers-media-dvb-frontends-ves1x93-ko_main0.c	main	0
drivers-media-dvb-frontends-zl10036-ko_main0.c	main	0
drivers-media-dvb-frontends-zl10039-ko_main0.c	main	0
drivers-media-dvb-frontends-zl10353-ko_main0.c	main	0
drivers-media-i2c-adv7170-ko_main0.c	main	0
drivers-media-i2c-adv7175-ko_main0.c	main	0
drivers-media-i2c-adv7180-ko_main0.c	main	2
drivers-media-i2c-adv7343-ko_main0.c	main	0
drivers-media-i2c-bt819-ko_main0.c	main	0
drivers-media-i2c-bt856-ko_main0.c	main	0
drivers-media-i2c-bt866-ko_main0.c	main	0
drivers-media-i2c-cs5345-ko_main0.c	main	0
drivers-media-i2c-cs53l32a-ko_main0.c	main	0
drivers-media-i2c-cx25840-cx25840-ko_main0.c	main	2
drivers-media-i2c-ir-kbd-i2c-ko_main0.c	main	0
drivers-media-i2c-ks0127-ko_main0.c	main	0
drivers-media-i2c-m52790-ko_main0.c	main	0
drivers-media-i2c-msp3400-ko_main0.c	main	1
drivers-media-i2c-mt9v011-ko_main0.c	main	0
drivers-media-i2c-ov7640-ko_main0.c	main	0
drivers-media-i2c-ov7670-ko_main0.c	main	0
drivers-media-i2c-saa6588-ko_main0.c	main	1
drivers-media-i2c-saa6752hs-ko_main0.c	main	0
drivers-media-i2c-saa7110-ko_main0.c	main	0
drivers-media-i2c-saa7115-ko_main0.c	main	0
drivers-media-i2c-saa7127-ko_main0.c	main	0
drivers-media-i2c-saa717x-ko_main0.c	main	0
drivers-media-i2c-saa7185-ko_main0.c	main	0
drivers-media-i2c-soc_camera-imx074-ko_main0.c	main	0
drivers-media-i2c-soc_camera-mt9m001-ko_main0.c	main	0
drivers-media-i2c-soc_camera-mt9m111-ko_main0.c	main	1
drivers-media-i2c-soc_camera-mt9t031-ko_main0.c	main	0
drivers-media-i2c-soc_camera-mt9t112-ko_main0.c	main	0
drivers-media-i2c-soc_camera-mt9v022-ko_main0.c	main	1
drivers-media-i2c-soc_camera-ov2640-ko_main0.c	main	0
drivers-media-i2c-soc_camera-ov5642-ko_main0.c	main	0
drivers-media-i2c-soc_camera-ov6650-ko_main0.c	main	0
drivers-media-i2c-soc_camera-ov772x-ko_main0.c	main	0
drivers-media-i2c-soc_camera-ov9640-ko_main0.c	main	0
drivers-media-i2c-soc_camera-ov9740-ko_main0.c	main	0
drivers-media-i2c-soc_camera-rj54n1cb0c-ko_main0.c	main	0
drivers-media-i2c-soc_camera-tw9910-ko_main0.c	main	0
drivers-media-i2c-sony-btf-mpx-ko_main0.c	main	0
drivers-media-i2c-tda7432-ko_main0.c	main	0
drivers-media-i2c-tda9840-ko_main0.c	main	0
drivers-media-i2c-tea6415c-ko_main0.c	main	0
drivers-media-i2c-tea6420-ko_main0.c	main	0
drivers-media-i2c-ths7303-ko_main0.c	main	0
drivers-media-i2c-tvaudio-ko_main0.c	main	0
drivers-media-i2c-tvp5150-ko_main0.c	main	0
drivers-media-i2c-tw2804-ko_main0.c	main	0
drivers-media-i2c-tw9903-ko_main0.c	main	0
drivers-media-i2c-tw9906-ko_main0.c	main	0
drivers-media-i2c-uda1342-ko_main0.c	main	0
drivers-media-i2c-upd64031a-ko_main0.c	main	0
drivers-media-i2c-upd64083-ko_main0.c	main	0
drivers-media-i2c-vp27smpx-ko_main0.c	main	0
drivers-media-i2c-vpx3220-ko_main0.c	main	0
drivers-media-i2c-wm8739-ko_main0.c	main	0
drivers-media-i2c-wm8775-ko_main0.c	main	0
drivers-media-media-ko_main0.c	main	2
drivers-media-mmc-siano-smssdio-ko_main0.c	main	0
drivers-media-pci-bt8xx-bt878-ko_main0.c	main	1
drivers-media-pci-bt8xx-bttv-ko_main0.c	main	3
drivers-media-pci-bt8xx-dst_ca-ko_main0.c	main	2
drivers-media-pci-bt8xx-dst-ko_main0.c	main	1
drivers-media-pci-bt8xx-dvb-bt8xx-ko_main0.c	main	1
drivers-media-pci-cx18-cx18-alsa-ko_main0.c	main	0
drivers-media-pci-cx18-cx18-ko_main0.c	main	0
drivers-media-pci-cx23885-cx23885-ko_main0.c	main	0
drivers-media-pci-cx25821-cx25821-alsa-ko_main0.c	main	2
drivers-media-pci-cx25821-cx25821-ko_main0.c	main	2
drivers-media-pci-cx88-cx8800-ko_main0.c	main	3
drivers-media-pci-cx88-cx8802-ko_main0.c	main	3
drivers-media-pci-cx88-cx88-alsa-ko_main0.c	main	3
drivers-media-pci-cx88-cx88-blackbird-ko_main0.c	main	0
drivers-media-pci-cx88-cx88-dvb-ko_main0.c	main	1
drivers-media-pci-cx88-cx88-vp3054-i2c-ko_main0.c	main	0
drivers-media-pci-ddbridge-ddbridge-ko_main0.c	main	4
drivers-media-pci-dm1105-dm1105-ko_main0.c	main	1
drivers-media-pci-ivtv-ivtv-alsa-ko_main0.c	main	0
drivers-media-pci-ivtv-ivtvfb-ko_main0.c	main	1
drivers-media-pci-mantis-hopper-ko_main0.c	main	1
drivers-media-pci-mantis-mantis-ko_main0.c	main	1
drivers-media-pci-meye-meye-ko_main0.c	main	3
drivers-media-pci-pluto2-pluto2-ko_main0.c	main	1
drivers-media-pci-pt1-earth-pt1-ko_main0.c	main	1
drivers-media-pci-pt3-earth-pt3-ko_main0.c	main	2
drivers-media-pci-saa7134-saa7134-alsa-ko_main0.c	main	3
drivers-media-pci-saa7134-saa7134-dvb-ko_main0.c	main	0
drivers-media-pci-saa7134-saa7134-empress-ko_main0.c	main	0
drivers-media-pci-saa7134-saa7134-go7007-ko_main0.c	main	0
drivers-media-pci-saa7134-saa7134-ko_main0.c	main	0
drivers-media-pci-saa7146-hexium_gemini-ko_main0.c	main	0
drivers-media-pci-saa7146-hexium_orion-ko_main0.c	main	0
drivers-media-pci-saa7146-mxb-ko_main0.c	main	0
drivers-media-pci-smipcie-smipcie-ko_main0.c	main	2
drivers-media-pci-solo6x10-solo6x10-ko_main0.c	main	3
drivers-media-pci-ttpci-budget-av-ko_main0.c	main	0
drivers-media-pci-ttpci-budget-ci-ko_main0.c	main	1
drivers-media-pci-ttpci-budget-ko_main0.c	main	0
drivers-media-pci-ttpci-budget-patch-ko_main0.c	main	0
drivers-media-pci-tw68-tw68-ko_main0.c	main	2
drivers-media-pci-zoran-videocodec-ko_main0.c	main	0
drivers-media-pci-zoran-zr36016-ko_main0.c	main	0
drivers-media-pci-zoran-zr36050-ko_main0.c	main	0
drivers-media-pci-zoran-zr36060-ko_main0.c	main	0
drivers-media-pci-zoran-zr36067-ko_main0.c	main	0
drivers-media-platform-am437x-am437x-vpfe-ko_main0.c	main	3
drivers-media-platform-davinci-dm355_ccdc-ko_main0.c	main	0
drivers-media-platform-davinci-dm644x_ccdc-ko_main0.c	main	0
drivers-media-platform-davinci-vpfe_capture-ko_main0.c	main	4
drivers-media-platform-davinci-vpif_capture-ko_main0.c	main	2
drivers-media-platform-davinci-vpif_display-ko_main0.c	main	2
drivers-media-platform-davinci-vpif-ko_main0.c	main	0
drivers-media-platform-davinci-vpss-ko_main0.c	main	0
drivers-media-platform-exynos-gsc-exynos-gsc-ko_main0.c	main	2
drivers-media-platform-m2m-deinterlace-ko_main0.c	main	1
drivers-media-platform-marvell-ccic-cafe_ccic-ko_main0.c	main	3
drivers-media-platform-mx2_emmaprp-ko_main0.c	main	3
drivers-media-platform-s3c-camif-s3c-camif-ko_main0.c	main	2
drivers-media-platform-s5p-g2d-s5p-g2d-ko_main0.c	main	3
drivers-media-platform-s5p-jpeg-s5p-jpeg-ko_main0.c	main	3
drivers-media-platform-s5p-mfc-s5p-mfc-ko_main0.c	main	3
drivers-media-platform-s5p-tv-s5p-hdmi-ko_main0.c	main	1
drivers-media-platform-s5p-tv-s5p-hdmiphy-ko_main0.c	main	0
drivers-media-platform-s5p-tv-s5p-mixer-ko_main0.c	main	2
drivers-media-platform-s5p-tv-s5p-sdo-ko_main0.c	main	1
drivers-media-platform-s5p-tv-s5p-sii9234-ko_main0.c	main	0
drivers-media-platform-sh_veu-ko_main0.c	main	2
drivers-media-platform-sh_vou-ko_main0.c	main	3
drivers-media-platform-soc_camera-atmel-isi-ko_main0.c	main	2
drivers-media-platform-soc_camera-mx2_camera-ko_main0.c	main	2
drivers-media-platform-soc_camera-rcar_vin-ko_main0.c	main	2
drivers-media-platform-soc_camera-sh_mobile_ceu_camera-ko_main0.c	main	3
drivers-media-platform-soc_camera-sh_mobile_csi2-ko_main0.c	main	0
drivers-media-platform-soc_camera-soc_camera-ko_main0.c	main	1
drivers-media-platform-soc_camera-soc_camera_platform-ko_main0.c	main	0
drivers-media-platform-soc_camera-soc_mediabus-ko_main0.c	main	0
drivers-media-platform-timblogiw-ko_main0.c	main	2
drivers-media-platform-ti-vpe-ti-vpe-ko_main0.c	main	3
drivers-media-platform-via-camera-ko_main0.c	main	3
drivers-media-platform-vim2m-ko_main0.c	main	2
drivers-media-platform-vsp1-vsp1-ko_main0.c	main	3
drivers-media-radio-dsbr100-ko_main0.c	main	1
drivers-media-radio-radio-keene-ko_main0.c	main	1
drivers-media-radio-radio-ma901-ko_main0.c	main	1
drivers-media-radio-radio-maxiradio-ko_main0.c	main	0
drivers-media-radio-radio-mr800-ko_main0.c	main	1
drivers-media-radio-radio-raremono-ko_main0.c	main	1
drivers-media-radio-radio-shark-ko_main0.c	main	1
drivers-media-radio-radio-si476x-ko_main0.c	main	1
drivers-media-radio-radio-tea5764-ko_main0.c	main	0
drivers-media-radio-radio-timb-ko_main0.c	main	0
drivers-media-radio-radio-wl1273-ko_main0.c	main	2
drivers-media-radio-saa7706h-ko_main0.c	main	0
drivers-media-radio-shark2-ko_main0.c	main	1
drivers-media-radio-si470x-radio-i2c-si470x-ko_main0.c	main	1
drivers-media-radio-si470x-radio-usb-si470x-ko_main0.c	main	2
drivers-media-radio-si4713-radio-platform-si4713-ko_main0.c	main	0
drivers-media-radio-si4713-radio-usb-si4713-ko_main0.c	main	1
drivers-media-radio-si4713-si4713-ko_main0.c	main	1
drivers-media-radio-tea575x-ko_main0.c	main	0
drivers-media-radio-tef6862-ko_main0.c	main	0
drivers-media-radio-wl128x-fm_drv-ko_main0.c	main	0
drivers-media-rc-ati_remote-ko_main0.c	main	3
drivers-media-rc-ene_ir-ko_main0.c	main	2
drivers-media-rc-fintek-cir-ko_main0.c	main	2
drivers-media-rc-gpio-ir-recv-ko_main0.c	main	1
drivers-media-rc-igorplugusb-ko_main0.c	main	1
drivers-media-rc-iguanair-ko_main0.c	main	3
drivers-media-rc-img-ir-img-ir-ko_main0.c	main	3
drivers-media-rc-imon-ko_main0.c	main	3
drivers-media-rc-ir-hix5hd2-ko_main0.c	main	1
drivers-media-rc-ir-jvc-decoder-ko_main0.c	main	0
drivers-media-rc-ir-lirc-codec-ko_main0.c	main	1
drivers-media-rc-ir-mce_kbd-decoder-ko_main0.c	main	0
drivers-media-rc-ir-nec-decoder-ko_main0.c	main	0
drivers-media-rc-ir-rc5-decoder-ko_main0.c	main	0
drivers-media-rc-ir-rc6-decoder-ko_main0.c	main	0
drivers-media-rc-ir-sanyo-decoder-ko_main0.c	main	0
drivers-media-rc-ir-sharp-decoder-ko_main0.c	main	0
drivers-media-rc-ir-sony-decoder-ko_main0.c	main	0
drivers-media-rc-ir-xmp-decoder-ko_main0.c	main	0
drivers-media-rc-ite-cir-ko_main0.c	main	3
drivers-media-rc-keymaps-rc-adstech-dvb-t-pci-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-alink-dtu-m-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-anysee-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-apac-viewcomp-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-asus-pc39-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-asus-ps3-100-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-ati-tv-wonder-hd-600-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-ati-x10-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-avermedia-a16d-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-avermedia-cardbus-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-avermedia-dvbt-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-avermedia-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-avermedia-m135a-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-avermedia-m733a-rm-k6-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-avermedia-rm-ks-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-avertv-303-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-azurewave-ad-tu700-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-behold-columbus-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-behold-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-budget-ci-old-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-cinergy-1400-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-cinergy-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-delock-61959-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-dib0700-nec-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-dib0700-rc5-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-digitalnow-tinytwin-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-digittrade-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-dm1105-nec-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-dntv-live-dvb-t-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-dntv-live-dvbt-pro-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-dvbsky-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-em-terratec-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-encore-enltv2-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-encore-enltv-fm53-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-encore-enltv-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-evga-indtube-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-eztv-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-flydvb-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-flyvideo-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-fusionhdtv-mce-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-gadmei-rm008z-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-genius-tvgo-a11mce-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-gotview7135-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-hauppauge-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-imon-mce-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-imon-pad-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-iodata-bctv7e-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-it913x-v1-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-it913x-v2-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-kaiomy-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-kworld-315u-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-kworld-pc150u-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-kworld-plus-tv-analog-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-leadtek-y04g0051-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-lirc-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-lme2510-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-manli-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-medion-x10-digitainer-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-medion-x10-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-medion-x10-or2x-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-msi-digivox-iii-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-msi-digivox-ii-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-msi-tvanywhere-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-msi-tvanywhere-plus-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-nebula-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-nec-terratec-cinergy-xs-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-norwood-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-npgtech-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-pctv-sedna-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-pinnacle-color-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-pinnacle-grey-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-pinnacle-pctv-hd-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-pixelview-002t-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-pixelview-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-pixelview-mk12-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-pixelview-new-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-powercolor-real-angel-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-proteus-2309-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-purpletv-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-pv951-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-rc6-mce-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-real-audio-220-32-keys-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-reddo-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-snapstream-firefly-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-streamzap-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-su3000-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-tbs-nec-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-technisat-usb2-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-terratec-cinergy-xs-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-terratec-slim-2-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-terratec-slim-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-tevii-nec-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-tivo-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-total-media-in-hand-02-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-total-media-in-hand-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-trekstor-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-tt-1500-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-twinhan1027-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-videomate-m1f-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-videomate-s350-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-videomate-tv-pvr-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-winfast-ko_main0.c	main	0
drivers-media-rc-keymaps-rc-winfast-usbii-deluxe-ko_main0.c	main	0
drivers-media-rc-lirc_dev-ko_main0.c	main	4
drivers-media-rc-mceusb-ko_main0.c	main	3
drivers-media-rc-meson-ir-ko_main0.c	main	2
drivers-media-rc-nuvoton-cir-ko_main0.c	main	2
drivers-media-rc-rc-core-ko_main0.c	main	2
drivers-media-rc-rc-loopback-ko_main0.c	main	0
drivers-media-rc-redrat3-ko_main0.c	main	2
drivers-media-rc-st_rc-ko_main0.c	main	1
drivers-media-rc-streamzap-ko_main0.c	main	2
drivers-media-rc-sunxi-cir-ko_main0.c	main	2
drivers-media-rc-ttusbir-ko_main0.c	main	2
drivers-media-rc-winbond-cir-ko_main0.c	main	2
drivers-media-tuners-e4000-ko_main0.c	main	0
drivers-media-tuners-fc0011-ko_main0.c	main	0
drivers-media-tuners-fc0012-ko_main0.c	main	0
drivers-media-tuners-fc0013-ko_main0.c	main	0
drivers-media-tuners-fc2580-ko_main0.c	main	0
drivers-media-tuners-it913x-ko_main0.c	main	0
drivers-media-tuners-m88rs6000t-ko_main0.c	main	0
drivers-media-tuners-m88ts2022-ko_main0.c	main	0
drivers-media-tuners-max2165-ko_main0.c	main	0
drivers-media-tuners-mc44s803-ko_main0.c	main	0
drivers-media-tuners-msi001-ko_main0.c	main	0
drivers-media-tuners-mt2060-ko_main0.c	main	0
drivers-media-tuners-mt2063-ko_main0.c	main	0
drivers-media-tuners-mt20xx-ko_main0.c	main	0
drivers-media-tuners-mt2131-ko_main0.c	main	0
drivers-media-tuners-mt2266-ko_main0.c	main	0
drivers-media-tuners-mxl301rf-ko_main0.c	main	0
drivers-media-tuners-mxl5005s-ko_main0.c	main	0
drivers-media-tuners-mxl5007t-ko_main0.c	main	1
drivers-media-tuners-qm1d1c0042-ko_main0.c	main	0
drivers-media-tuners-qt1010-ko_main0.c	main	0
drivers-media-tuners-r820t-ko_main0.c	main	1
drivers-media-tuners-si2157-ko_main0.c	main	1
drivers-media-tuners-tda18212-ko_main0.c	main	0
drivers-media-tuners-tda18218-ko_main0.c	main	0
drivers-media-tuners-tda18271-ko_main0.c	main	0
drivers-media-tuners-tda827x-ko_main0.c	main	0
drivers-media-tuners-tda8290-ko_main0.c	main	0
drivers-media-tuners-tda9887-ko_main0.c	main	1
drivers-media-tuners-tea5761-ko_main0.c	main	0
drivers-media-tuners-tea5767-ko_main0.c	main	0
drivers-media-tuners-tua9001-ko_main0.c	main	0
drivers-media-tuners-tuner-simple-ko_main0.c	main	1
drivers-media-tuners-tuner-xc2028-ko_main0.c	main	1
drivers-media-tuners-xc4000-ko_main0.c	main	1
