Module	Entry Function	Relevant Properties
drivers-net-hamradio-baycom_par-ko_main0.c	main	1
drivers-net-hamradio-baycom_ser_fdx-ko_main0.c	main	2
drivers-net-hamradio-baycom_ser_hdx-ko_main0.c	main	2
drivers-net-hamradio-bpqether-ko_main0.c	main	1
drivers-net-hamradio-hdlcdrv-ko_main0.c	main	0
drivers-net-hamradio-mkiss-ko_main0.c	main	3
drivers-net-hamradio-yam-ko_main0.c	main	2
drivers-net-hippi-rrunner-ko_main0.c	main	3
drivers-net-hyperv-hv_netvsc-ko_main0.c	main	2
drivers-net-ieee802154-at86rf230-ko_main0.c	main	1
drivers-net-ieee802154-cc2520-ko_main0.c	main	3
drivers-net-ieee802154-fakelb-ko_main0.c	main	2
drivers-net-ieee802154-mrf24j40-ko_main0.c	main	2
drivers-net-ifb-ko_main0.c	main	0
drivers-net-ipvlan-ipvlan-ko_main0.c	main	0
drivers-net-irda-act200l-sir-ko_main0.c	main	0
drivers-net-irda-actisys-sir-ko_main0.c	main	0
drivers-net-irda-ali-ircc-ko_main0.c	main	4
drivers-net-irda-esi-sir-ko_main0.c	main	0
drivers-net-irda-girbil-sir-ko_main0.c	main	0
drivers-net-irda-irda-usb-ko_main0.c	main	3
drivers-net-irda-irtty-sir-ko_main0.c	main	1
drivers-net-irda-kingsun-sir-ko_main0.c	main	3
drivers-net-irda-ks959-sir-ko_main0.c	main	3
drivers-net-irda-ksdazzle-sir-ko_main0.c	main	3
drivers-net-irda-litelink-sir-ko_main0.c	main	0
drivers-net-irda-ma600-sir-ko_main0.c	main	0
drivers-net-irda-mcp2120-sir-ko_main0.c	main	0
drivers-net-irda-mcs7780-ko_main0.c	main	3
drivers-net-irda-nsc-ircc-ko_main0.c	main	4
drivers-net-irda-old_belkin-sir-ko_main0.c	main	0
drivers-net-irda-sh_irda-ko_main0.c	main	3
drivers-net-irda-sir-dev-ko_main0.c	main	3
drivers-net-irda-smsc-ircc2-ko_main0.c	main	3
drivers-net-irda-stir4200-ko_main0.c	main	2
drivers-net-irda-tekram-sir-ko_main0.c	main	0
drivers-net-irda-toim3232-sir-ko_main0.c	main	0
drivers-net-irda-via-ircc-ko_main0.c	main	4
drivers-net-irda-vlsi_ir-ko_main0.c	main	4
drivers-net-irda-w83977af_ir-ko_main0.c	main	3
drivers-net-macvlan-ko_main0.c	main	1
drivers-net-macvtap-ko_main0.c	main	3
drivers-net-netconsole-ko_main0.c	main	2
drivers-net-nlmon-ko_main0.c	main	1
drivers-net-ntb_netdev-ko_main0.c	main	1
drivers-net-phy-dp83640-ko_main0.c	main	2
drivers-net-phy-fixed_phy-ko_main0.c	main	0
drivers-net-phy-mdio-bcm-unimac-ko_main0.c	main	0
drivers-net-phy-mdio-gpio-ko_main0.c	main	0
drivers-net-phy-micrel-ko_main0.c	main	0
drivers-net-phy-spi_ks8995-ko_main0.c	main	1
drivers-net-plip-plip-ko_main0.c	main	3
drivers-net-ppp-bsd_comp-ko_main0.c	main	0
drivers-net-ppp-ppp_async-ko_main0.c	main	2
drivers-net-ppp-ppp_deflate-ko_main0.c	main	0
drivers-net-ppp-ppp_generic-ko_main0.c	main	7
drivers-net-ppp-ppp_mppe-ko_main0.c	main	0
drivers-net-ppp-pppoe-ko_main0.c	main	2
drivers-net-ppp-pppox-ko_main0.c	main	1
drivers-net-ppp-ppp_synctty-ko_main0.c	main	2
drivers-net-ppp-pptp-ko_main0.c	main	4
drivers-net-rionet-ko_main0.c	main	2
drivers-net-sb1000-ko_main0.c	main	2
drivers-net-slip-slip-ko_main0.c	main	1
drivers-net-sungem_phy-ko_main0.c	main	0
drivers-net-team-team-ko_main0.c	main	5
drivers-net-team-team_mode_activebackup-ko_main0.c	main	0
drivers-net-team-team_mode_broadcast-ko_main0.c	main	0
drivers-net-team-team_mode_loadbalance-ko_main0.c	main	1
drivers-net-team-team_mode_random-ko_main0.c	main	0
drivers-net-team-team_mode_roundrobin-ko_main0.c	main	0
drivers-net-tun-ko_main0.c	main	3
drivers-net-usb-asix-ko_main0.c	main	1
drivers-net-usb-ax88179_178a-ko_main0.c	main	0
drivers-net-usb-catc-ko_main0.c	main	3
drivers-net-usb-cdc_eem-ko_main0.c	main	1
drivers-net-usb-cdc_ether-ko_main0.c	main	0
drivers-net-usb-cdc_mbim-ko_main0.c	main	2
drivers-net-usb-cdc_ncm-ko_main0.c	main	1
drivers-net-usb-cdc-phonet-ko_main0.c	main	3
drivers-net-usb-cdc_subset-ko_main0.c	main	1
drivers-net-usb-cx82310_eth-ko_main0.c	main	0
drivers-net-usb-dm9601-ko_main0.c	main	1
drivers-net-usb-gl620a-ko_main0.c	main	0
drivers-net-usb-hso-ko_main0.c	main	4
drivers-net-usb-huawei_cdc_ncm-ko_main0.c	main	0
drivers-net-usb-int51x1-ko_main0.c	main	0
drivers-net-usb-ipheth-ko_main0.c	main	3
drivers-net-usb-kalmia-ko_main0.c	main	0
drivers-net-usb-kaweth-ko_main0.c	main	4
drivers-net-usb-lg-vl600-ko_main0.c	main	0
drivers-net-usb-mcs7830-ko_main0.c	main	1
drivers-net-usb-net1080-ko_main0.c	main	0
drivers-net-usb-pegasus-ko_main0.c	main	2
drivers-net-usb-plusb-ko_main0.c	main	0
drivers-net-usb-qmi_wwan-ko_main0.c	main	0
drivers-net-usb-r8152-ko_main0.c	main	4
drivers-net-usb-rndis_host-ko_main0.c	main	0
drivers-net-usb-rtl8150-ko_main0.c	main	3
drivers-net-usb-sierra_net-ko_main0.c	main	0
drivers-net-usb-smsc75xx-ko_main0.c	main	2
drivers-net-usb-smsc95xx-ko_main0.c	main	2
drivers-net-usb-sr9700-ko_main0.c	main	1
drivers-net-usb-sr9800-ko_main0.c	main	1
drivers-net-usb-usbnet-ko_main0.c	main	4
drivers-net-usb-zaurus-ko_main0.c	main	0
drivers-net-veth-ko_main0.c	main	2
drivers-net-virtio_net-ko_main0.c	main	2
drivers-net-vmxnet3-vmxnet3-ko_main0.c	main	5
drivers-net-vxlan-ko_main0.c	main	3
drivers-net-wan-dlci-ko_main0.c	main	0
drivers-net-wan-dscc4-ko_main0.c	main	4
drivers-net-wan-farsync-ko_main0.c	main	4
drivers-net-wan-hdlc_cisco-ko_main0.c	main	2
drivers-net-wan-hdlc_fr-ko_main0.c	main	0
drivers-net-wan-hdlc-ko_main0.c	main	2
drivers-net-wan-hdlc_ppp-ko_main0.c	main	1
drivers-net-wan-hdlc_raw_eth-ko_main0.c	main	0
drivers-net-wan-hdlc_raw-ko_main0.c	main	0
drivers-net-wan-hdlc_x25-ko_main0.c	main	0
drivers-net-wan-lapbether-ko_main0.c	main	0
drivers-net-wan-pc300too-ko_main0.c	main	1
drivers-net-wan-pci200syn-ko_main0.c	main	1
drivers-net-wan-sbni-ko_main0.c	main	2
drivers-net-wan-wanxl-ko_main0.c	main	2
drivers-net-wan-x25_asy-ko_main0.c	main	2
drivers-net-wireless-adm8211-ko_main0.c	main	2
drivers-net-wireless-airo_cs-ko_main0.c	main	0
drivers-net-wireless-airo-ko_main0.c	main	3
drivers-net-wireless-at76c50x-usb-ko_main0.c	main	4
drivers-net-wireless-ath-ar5523-ar5523-ko_main0.c	main	4
drivers-net-wireless-ath-ath10k-ath10k_core-ko_main0.c	main	3
drivers-net-wireless-ath-ath10k-ath10k_pci-ko_main0.c	main	2
drivers-net-wireless-ath-ath6kl-ath6kl_core-ko_main0.c	main	1
drivers-net-wireless-ath-ath6kl-ath6kl_sdio-ko_main0.c	main	2
drivers-net-wireless-ath-ath6kl-ath6kl_usb-ko_main0.c	main	3
drivers-net-wireless-ath-ath9k-ath9k_common-ko_main0.c	main	0
drivers-net-wireless-ath-carl9170-carl9170-ko_main0.c	main	5
drivers-net-wireless-ath-wcn36xx-wcn36xx-ko_main0.c	main	3
drivers-net-wireless-ath-wil6210-wil6210-ko_main0.c	main	0
drivers-net-wireless-atmel_cs-ko_main0.c	main	0
drivers-net-wireless-atmel-ko_main0.c	main	2
drivers-net-wireless-atmel_pci-ko_main0.c	main	0
drivers-net-wireless-b43-b43-ko_main0.c	main	0
drivers-net-wireless-b43legacy-b43legacy-ko_main0.c	main	3
drivers-net-wireless-brcm80211-brcmsmac-brcmsmac-ko_main0.c	main	2
drivers-net-wireless-cw1200-cw1200_wlan_sdio-ko_main0.c	main	1
drivers-net-wireless-cw1200-cw1200_wlan_spi-ko_main0.c	main	2
drivers-net-wireless-hostap-hostap_cs-ko_main0.c	main	2
drivers-net-wireless-hostap-hostap_pci-ko_main0.c	main	2
drivers-net-wireless-hostap-hostap_plx-ko_main0.c	main	2
drivers-net-wireless-ipw2x00-ipw2100-ko_main0.c	main	4
drivers-net-wireless-ipw2x00-ipw2200-ko_main0.c	main	4
drivers-net-wireless-ipw2x00-libipw-ko_main0.c	main	0
drivers-net-wireless-iwlegacy-iwl3945-ko_main0.c	main	2
drivers-net-wireless-iwlegacy-iwl4965-ko_main0.c	main	3
drivers-net-wireless-iwlegacy-iwlegacy-ko_main0.c	main	2
drivers-net-wireless-iwlwifi-dvm-iwldvm-ko_main0.c	main	4
drivers-net-wireless-libertas-libertas_cs-ko_main0.c	main	2
drivers-net-wireless-libertas-libertas-ko_main0.c	main	2
drivers-net-wireless-libertas-libertas_sdio-ko_main0.c	main	0
drivers-net-wireless-libertas-libertas_spi-ko_main0.c	main	1
drivers-net-wireless-libertas_tf-libertas_tf-ko_main0.c	main	1
drivers-net-wireless-libertas_tf-libertas_tf_usb-ko_main0.c	main	2
drivers-net-wireless-libertas-usb8xxx-ko_main0.c	main	2
drivers-net-wireless-mac80211_hwsim-ko_main0.c	main	3
drivers-net-wireless-mwifiex-mwifiex-ko_main0.c	main	2
drivers-net-wireless-mwifiex-mwifiex_pcie-ko_main0.c	main	2
drivers-net-wireless-mwifiex-mwifiex_sdio-ko_main0.c	main	1
drivers-net-wireless-mwifiex-mwifiex_usb-ko_main0.c	main	3
drivers-net-wireless-mwl8k-ko_main0.c	main	4
drivers-net-wireless-orinoco-orinoco_cs-ko_main0.c	main	0
drivers-net-wireless-orinoco-orinoco-ko_main0.c	main	3
drivers-net-wireless-orinoco-orinoco_nortel-ko_main0.c	main	0
drivers-net-wireless-orinoco-orinoco_pci-ko_main0.c	main	0
drivers-net-wireless-orinoco-orinoco_plx-ko_main0.c	main	0
drivers-net-wireless-orinoco-orinoco_tmd-ko_main0.c	main	0
drivers-net-wireless-orinoco-orinoco_usb-ko_main0.c	main	3
drivers-net-wireless-orinoco-spectrum_cs-ko_main0.c	main	0
drivers-net-wireless-p54-p54pci-ko_main0.c	main	1
drivers-net-wireless-p54-p54spi-ko_main0.c	main	1
drivers-net-wireless-p54-p54usb-ko_main0.c	main	3
drivers-net-wireless-ray_cs-ko_main0.c	main	2
drivers-net-wireless-rndis_wlan-ko_main0.c	main	2
drivers-net-wireless-rsi-rsi_91x-ko_main0.c	main	0
drivers-net-wireless-rsi-rsi_sdio-ko_main0.c	main	0
drivers-net-wireless-rsi-rsi_usb-ko_main0.c	main	1
drivers-net-wireless-rt2x00-rt2400pci-ko_main0.c	main	3
drivers-net-wireless-rt2x00-rt2500pci-ko_main0.c	main	3
drivers-net-wireless-rt2x00-rt2500usb-ko_main0.c	main	1
drivers-net-wireless-rt2x00-rt2800lib-ko_main0.c	main	1
drivers-net-wireless-rt2x00-rt2800pci-ko_main0.c	main	0
drivers-net-wireless-rt2x00-rt2800usb-ko_main0.c	main	0
drivers-net-wireless-rt2x00-rt61pci-ko_main0.c	main	3
drivers-net-wireless-rt2x00-rt73usb-ko_main0.c	main	1
drivers-net-wireless-rtl818x-rtl8180-rtl818x_pci-ko_main0.c	main	2
drivers-net-wireless-rtl818x-rtl8187-rtl8187-ko_main0.c	main	4
drivers-net-wireless-rtlwifi-rtl_pci-ko_main0.c	main	2
drivers-net-wireless-rtlwifi-rtl_usb-ko_main0.c	main	4
drivers-net-wireless-ti-wl1251-wl1251-ko_main0.c	main	2
drivers-net-wireless-ti-wl1251-wl1251_sdio-ko_main0.c	main	1
drivers-net-wireless-ti-wl1251-wl1251_spi-ko_main0.c	main	1
drivers-net-wireless-ti-wl12xx-wl12xx-ko_main0.c	main	1
drivers-net-wireless-ti-wl18xx-wl18xx-ko_main0.c	main	0
drivers-net-wireless-ti-wlcore-wlcore_sdio-ko_main0.c	main	0
drivers-net-wireless-ti-wlcore-wlcore_spi-ko_main0.c	main	0
drivers-net-wireless-wl3501_cs-ko_main0.c	main	3
drivers-net-wireless-zd1201-ko_main0.c	main	2
drivers-net-xen-netback-xen-netback-ko_main0.c	main	0
drivers-net-xen-netfront-ko_main0.c	main	4
drivers-nfc-mei_phy-ko_main0.c	main	0
drivers-nfc-microread-microread_i2c-ko_main0.c	main	1
drivers-nfc-microread-microread-ko_main0.c	main	0
drivers-nfc-microread-microread_mei-ko_main0.c	main	0
drivers-nfc-nfcmrvl-nfcmrvl-ko_main0.c	main	0
drivers-nfc-nfcmrvl-nfcmrvl_usb-ko_main0.c	main	2
drivers-nfc-nfcsim-ko_main0.c	main	1
drivers-nfc-nfcwilink-ko_main0.c	main	0
drivers-nfc-pn533-ko_main0.c	main	3
drivers-nfc-pn544-pn544_i2c-ko_main0.c	main	1
drivers-nfc-pn544-pn544-ko_main0.c	main	1
drivers-nfc-pn544-pn544_mei-ko_main0.c	main	0
drivers-nfc-port100-ko_main0.c	main	2
drivers-nfc-st21nfca-st21nfca_hci-ko_main0.c	main	1
drivers-nfc-st21nfca-st21nfca_i2c-ko_main0.c	main	2
drivers-nfc-st21nfcb-st21nfcb_i2c-ko_main0.c	main	1
drivers-nfc-trf7970a-ko_main0.c	main	2
drivers-ntb-ntb-ko_main0.c	main	2
drivers-parport-parport_ax88796-ko_main0.c	main	0
drivers-parport-parport_cs-ko_main0.c	main	0
drivers-parport-parport-ko_main0.c	main	5
drivers-parport-parport_pc-ko_main0.c	main	1
drivers-parport-parport_serial-ko_main0.c	main	0
drivers-pci-hotplug-acpiphp_ibm-ko_main0.c	main	0
drivers-pci-hotplug-cpcihp_generic-ko_main0.c	main	0
drivers-pci-hotplug-cpcihp_zt5550-ko_main0.c	main	0
drivers-pci-hotplug-shpchp-ko_main0.c	main	1
drivers-pci-pcie-aer-aer_inject-ko_main0.c	main	1
drivers-pci-pci-stub-ko_main0.c	main	0
drivers-pci-xen-pcifront-ko_main0.c	main	2
drivers-pcmcia-i82092-ko_main0.c	main	2
drivers-pcmcia-pcmcia_core-ko_main0.c	main	3
drivers-pcmcia-pcmcia-ko_main0.c	main	1
drivers-pcmcia-pcmcia_rsrc-ko_main0.c	main	0
drivers-pcmcia-pd6729-ko_main0.c	main	2
drivers-pcmcia-yenta_socket-ko_main0.c	main	1
drivers-phy-phy-bcm-kona-usb2-ko_main0.c	main	0
drivers-phy-phy-exynos-mipi-video-ko_main0.c	main	2
drivers-phy-phy-exynos-usb2-ko_main0.c	main	1
drivers-phy-phy-omap-control-ko_main0.c	main	0
drivers-phy-phy-spear1310-miphy-ko_main0.c	main	0
drivers-phy-phy-spear1340-miphy-ko_main0.c	main	0
drivers-phy-phy-stih407-usb-ko_main0.c	main	0
drivers-pinctrl-intel-pinctrl-cherryview-ko_main0.c	main	1
drivers-platform-chrome-chromeos_laptop-ko_main0.c	main	0
drivers-platform-chrome-chromeos_pstore-ko_main0.c	main	0
drivers-platform-goldfish-goldfish_pipe-ko_main0.c	main	3
drivers-platform-x86-acerhdf-ko_main0.c	main	0
drivers-platform-x86-acer-wmi-ko_main0.c	main	1
drivers-platform-x86-alienware-wmi-ko_main0.c	main	0
drivers-platform-x86-amilo-rfkill-ko_main0.c	main	0
drivers-platform-x86-apple-gmux-ko_main0.c	main	1
drivers-platform-x86-asus-laptop-ko_main0.c	main	1
drivers-platform-x86-asus-nb-wmi-ko_main0.c	main	0
drivers-platform-x86-asus-wmi-ko_main0.c	main	1
drivers-platform-x86-classmate-laptop-ko_main0.c	main	0
drivers-platform-x86-compal-laptop-ko_main0.c	main	0
drivers-platform-x86-dell-laptop-ko_main0.c	main	1
drivers-platform-x86-dell-smo8800-ko_main0.c	main	1
drivers-platform-x86-dell-wmi-aio-ko_main0.c	main	0
drivers-platform-x86-dell-wmi-ko_main0.c	main	0
drivers-platform-x86-eeepc-laptop-ko_main0.c	main	1
drivers-platform-x86-eeepc-wmi-ko_main0.c	main	0
drivers-platform-x86-fujitsu-laptop-ko_main0.c	main	1
drivers-platform-x86-fujitsu-tablet-ko_main0.c	main	2
drivers-platform-x86-hdaps-ko_main0.c	main	1
drivers-platform-x86-hp_accel-ko_main0.c	main	0
drivers-platform-x86-hp-wireless-ko_main0.c	main	0
drivers-platform-x86-hp-wmi-ko_main0.c	main	0
drivers-platform-x86-ibm_rtl-ko_main0.c	main	1
drivers-platform-x86-ideapad-laptop-ko_main0.c	main	1
drivers-platform-x86-intel_ips-ko_main0.c	main	2
drivers-platform-x86-intel_menlow-ko_main0.c	main	1
drivers-platform-x86-intel_oaktrail-ko_main0.c	main	1
drivers-platform-x86-intel-rst-ko_main0.c	main	0
drivers-platform-x86-intel-smartconnect-ko_main0.c	main	0
drivers-platform-x86-msi-laptop-ko_main0.c	main	0
drivers-platform-x86-msi-wmi-ko_main0.c	main	0
drivers-platform-x86-mxm-wmi-ko_main0.c	main	0
drivers-platform-x86-panasonic-laptop-ko_main0.c	main	0
drivers-platform-x86-pvpanic-ko_main0.c	main	0
drivers-platform-x86-samsung-laptop-ko_main0.c	main	1
drivers-platform-x86-samsung-q10-ko_main0.c	main	0
drivers-platform-x86-sony-laptop-ko_main0.c	main	3
drivers-platform-x86-thinkpad_acpi-ko_main0.c	main	0
drivers-platform-x86-topstar-laptop-ko_main0.c	main	0
drivers-platform-x86-toshiba_acpi-ko_main0.c	main	1
drivers-platform-x86-toshiba_bluetooth-ko_main0.c	main	0
drivers-platform-x86-toshiba_haps-ko_main0.c	main	0
drivers-platform-x86-wmi-ko_main0.c	main	1
drivers-platform-x86-xo15-ebook-ko_main0.c	main	0
drivers-platform-x86-xo1-rfkill-ko_main0.c	main	0
drivers-power-bq2415x_charger-ko_main0.c	main	1
drivers-power-bq24190_charger-ko_main0.c	main	2
drivers-power-bq24735-charger-ko_main0.c	main	1
drivers-power-bq27x00_battery-ko_main0.c	main	1
drivers-powercap-intel_rapl-ko_main0.c	main	1
drivers-power-da9052-battery-ko_main0.c	main	1
drivers-power-ds2760_battery-ko_main0.c	main	0
drivers-power-ds2780_battery-ko_main0.c	main	0
drivers-power-ds2781_battery-ko_main0.c	main	0
drivers-power-ds2782_battery-ko_main0.c	main	1
drivers-power-generic-adc-battery-ko_main0.c	main	1
drivers-power-goldfish_battery-ko_main0.c	main	2
drivers-power-gpio-charger-ko_main0.c	main	1
drivers-power-isp1704_charger-ko_main0.c	main	1
drivers-power-lp8727_charger-ko_main0.c	main	2
drivers-power-ltc2941-battery-gauge-ko_main0.c	main	1
drivers-power-max17040_battery-ko_main0.c	main	0
drivers-power-max17042_battery-ko_main0.c	main	1
drivers-power-max8903_charger-ko_main0.c	main	1
drivers-power-pcf50633-charger-ko_main0.c	main	0
drivers-power-pda_power-ko_main0.c	main	1
drivers-power-reset-rmobile-reset-ko_main0.c	main	0
drivers-power-sbs-battery-ko_main0.c	main	1
drivers-power-smb347-charger-ko_main0.c	main	2
drivers-power-test_power-ko_main0.c	main	0
drivers-power-wm831x_backup-ko_main0.c	main	0
drivers-power-wm831x_power-ko_main0.c	main	1
drivers-pps-clients-pps-gpio-ko_main0.c	main	1
drivers-pps-clients-pps-ktimer-ko_main0.c	main	0
drivers-pps-clients-pps-ldisc-ko_main0.c	main	0
drivers-pps-clients-pps_parport-ko_main0.c	main	0
drivers-pps-pps_core-ko_main0.c	main	2
drivers-ptp-ptp-ko_main0.c	main	1
drivers-ptp-ptp_pch-ko_main0.c	main	2
drivers-pwm-pwm-clps711x-ko_main0.c	main	1
drivers-pwm-pwm-img-ko_main0.c	main	0
drivers-pwm-pwm-lp3943-ko_main0.c	main	0
drivers-pwm-pwm-lpss-ko_main0.c	main	0
drivers-pwm-pwm-lpss-pci-ko_main0.c	main	0
drivers-pwm-pwm-lpss-platform-ko_main0.c	main	0
drivers-pwm-pwm-renesas-tpu-ko_main0.c	main	1
drivers-pwm-pwm-sun4i-ko_main0.c	main	1
drivers-rapidio-devices-tsi721_mport-ko_main0.c	main	2
drivers-rapidio-rio-scan-ko_main0.c	main	2
drivers-rapidio-switches-idtcps-ko_main0.c	main	1
drivers-rapidio-switches-idt_gen2-ko_main0.c	main	1
drivers-rapidio-switches-tsi568-ko_main0.c	main	1
drivers-rapidio-switches-tsi57x-ko_main0.c	main	1
drivers-regulator-act8865-regulator-ko_main0.c	main	0
drivers-regulator-ad5398-ko_main0.c	main	0
drivers-regulator-anatop-regulator-ko_main0.c	main	0
drivers-regulator-arizona-ldo1-ko_main0.c	main	0
drivers-regulator-arizona-micsupp-ko_main0.c	main	0
drivers-regulator-bcm590xx-regulator-ko_main0.c	main	0
drivers-regulator-da9052-regulator-ko_main0.c	main	0
drivers-regulator-da9210-regulator-ko_main0.c	main	0
drivers-regulator-da9211-regulator-ko_main0.c	main	1
drivers-regulator-fan53555-ko_main0.c	main	0
drivers-regulator-fixed-ko_main0.c	main	0
drivers-regulator-gpio-regulator-ko_main0.c	main	0
drivers-regulator-isl6271a-regulator-ko_main0.c	main	1
drivers-regulator-isl9305-ko_main0.c	main	0
drivers-regulator-lp3971-ko_main0.c	main	1
drivers-regulator-lp3972-ko_main0.c	main	1
drivers-regulator-lp872x-ko_main0.c	main	0
drivers-regulator-lp8755-ko_main0.c	main	1
drivers-regulator-ltc3589-ko_main0.c	main	1
drivers-regulator-max1586-ko_main0.c	main	0
drivers-regulator-max8649-ko_main0.c	main	0
drivers-regulator-max8660-ko_main0.c	main	0
drivers-regulator-max8952-ko_main0.c	main	0
drivers-regulator-max8973-regulator-ko_main0.c	main	0
drivers-regulator-mc13783-regulator-ko_main0.c	main	0
drivers-regulator-mc13892-regulator-ko_main0.c	main	0
drivers-regulator-mc13xxx-regulator-core-ko_main0.c	main	0
drivers-regulator-pbias-regulator-ko_main0.c	main	0
drivers-regulator-pcap-regulator-ko_main0.c	main	0
drivers-regulator-pcf50633-regulator-ko_main0.c	main	0
drivers-regulator-pfuze100-regulator-ko_main0.c	main	0
drivers-regulator-pwm-regulator-ko_main0.c	main	0
drivers-regulator-rn5t618-regulator-ko_main0.c	main	0
drivers-regulator-tps51632-regulator-ko_main0.c	main	0
drivers-regulator-tps6105x-regulator-ko_main0.c	main	0
drivers-regulator-tps62360-regulator-ko_main0.c	main	0
drivers-regulator-tps65023-regulator-ko_main0.c	main	0
drivers-regulator-tps6507x-regulator-ko_main0.c	main	1
drivers-regulator-tps65217-regulator-ko_main0.c	main	0
drivers-regulator-tps6524x-regulator-ko_main0.c	main	1
drivers-regulator-tps65912-regulator-ko_main0.c	main	0
drivers-regulator-userspace-consumer-ko_main0.c	main	0
drivers-regulator-virtual-ko_main0.c	main	0
drivers-regulator-wm831x-dcdc-ko_main0.c	main	1
drivers-regulator-wm831x-isink-ko_main0.c	main	1
drivers-regulator-wm831x-ldo-ko_main0.c	main	1
drivers-regulator-wm8994-regulator-ko_main0.c	main	0
drivers-remoteproc-remoteproc-ko_main0.c	main	0
drivers-remoteproc-ste_modem_rproc-ko_main0.c	main	0
drivers-rtc-rtc-ab-b5ze-s3-ko_main0.c	main	2
drivers-rtc-rtc-bq32k-ko_main0.c	main	0
drivers-rtc-rtc-bq4802-ko_main0.c	main	1
drivers-rtc-rtc-cmos-ko_main0.c	main	2
drivers-rtc-rtc-da9052-ko_main0.c	main	1
drivers-rtc-rtc-ds1286-ko_main0.c	main	1
drivers-rtc-rtc-ds1305-ko_main0.c	main	1
drivers-rtc-rtc-ds1307-ko_main0.c	main	1
drivers-rtc-rtc-ds1343-ko_main0.c	main	2
drivers-rtc-rtc-ds1347-ko_main0.c	main	0
drivers-rtc-rtc-ds1374-ko_main0.c	main	2
drivers-rtc-rtc-ds1390-ko_main0.c	main	0
drivers-rtc-rtc-ds1511-ko_main0.c	main	2
drivers-rtc-rtc-ds1553-ko_main0.c	main	2
drivers-rtc-rtc-ds1672-ko_main0.c	main	0
drivers-rtc-rtc-ds1685-ko_main0.c	main	2
drivers-rtc-rtc-ds1742-ko_main0.c	main	0
drivers-rtc-rtc-ds2404-ko_main0.c	main	0
drivers-rtc-rtc-ds3232-ko_main0.c	main	2
drivers-rtc-rtc-ds3234-ko_main0.c	main	0
drivers-rtc-rtc-em3027-ko_main0.c	main	0
drivers-rtc-rtc-fm3130-ko_main0.c	main	0
drivers-rtc-rtc-hid-sensor-time-ko_main0.c	main	1
drivers-rtc-rtc-isl12022-ko_main0.c	main	0
drivers-rtc-rtc-isl12057-ko_main0.c	main	2
drivers-rtc-rtc-isl1208-ko_main0.c	main	1
drivers-rtc-rtc-m41t80-ko_main0.c	main	1
drivers-rtc-rtc-m41t93-ko_main0.c	main	0
drivers-rtc-rtc-m41t94-ko_main0.c	main	0
drivers-rtc-rtc-m48t35-ko_main0.c	main	1
drivers-rtc-rtc-m48t59-ko_main0.c	main	2
drivers-rtc-rtc-m48t86-ko_main0.c	main	0
drivers-rtc-rtc-max6900-ko_main0.c	main	0
drivers-rtc-rtc-max6902-ko_main0.c	main	0
drivers-rtc-rtc-mc13xxx-ko_main0.c	main	1
drivers-rtc-rtc-mcp795-ko_main0.c	main	0
drivers-rtc-rtc-moxart-ko_main0.c	main	1
drivers-rtc-rtc-msm6242-ko_main0.c	main	0
drivers-rtc-rtc-pcap-ko_main0.c	main	1
drivers-rtc-rtc-pcf2123-ko_main0.c	main	0
drivers-rtc-rtc-pcf2127-ko_main0.c	main	0
drivers-rtc-rtc-pcf50633-ko_main0.c	main	0
drivers-rtc-rtc-pcf85063-ko_main0.c	main	0
drivers-rtc-rtc-pcf8523-ko_main0.c	main	0
drivers-rtc-rtc-pcf8563-ko_main0.c	main	1
drivers-rtc-rtc-pcf8583-ko_main0.c	main	0
drivers-rtc-rtc-r9701-ko_main0.c	main	0
drivers-rtc-rtc-rp5c01-ko_main0.c	main	1
drivers-rtc-rtc-rs5c348-ko_main0.c	main	0
drivers-rtc-rtc-rs5c372-ko_main0.c	main	0
drivers-rtc-rtc-rv3029c2-ko_main0.c	main	0
drivers-rtc-rtc-rx4581-ko_main0.c	main	0
drivers-rtc-rtc-rx8025-ko_main0.c	main	2
drivers-rtc-rtc-rx8581-ko_main0.c	main	0
drivers-rtc-rtc-s35390a-ko_main0.c	main	0
drivers-rtc-rtc-stk17ta8-ko_main0.c	main	2
drivers-rtc-rtc-test-ko_main0.c	main	0
drivers-rtc-rtc-v3020-ko_main0.c	main	0
drivers-rtc-rtc-wm831x-ko_main0.c	main	1
drivers-rtc-rtc-x1205-ko_main0.c	main	0
drivers-rtc-rtc-xgene-ko_main0.c	main	1
drivers-scsi-3w-9xxx-ko_main0.c	main	4
drivers-scsi-3w-sas-ko_main0.c	main	4
drivers-scsi-3w-xxxx-ko_main0.c	main	4
drivers-scsi-a100u2w-ko_main0.c	main	2
drivers-scsi-aacraid-aacraid-ko_main0.c	main	3
drivers-scsi-advansys-ko_main0.c	main	2
drivers-scsi-aic94xx-aic94xx-ko_main0.c	main	1
drivers-scsi-am53c974-ko_main0.c	main	0
drivers-scsi-arcmsr-arcmsr-ko_main0.c	main	1
drivers-scsi-atp870u-ko_main0.c	main	2
drivers-scsi-bfa-bfa-ko_main0.c	main	2
drivers-scsi-bnx2i-bnx2i-ko_main0.c	main	4
drivers-scsi-BusLogic-ko_main0.c	main	2
drivers-scsi-ch-ko_main0.c	main	3
drivers-scsi-csiostor-csiostor-ko_main0.c	main	1
drivers-scsi-cxgbi-cxgb3i-cxgb3i-ko_main0.c	main	2
